"column_name","data_type","is_nullable"
"F9_05_PTST_FORM_8886T_FILED_X","VARCHAR",true
"F9_05_170C_FORM_8899_FILED_X","VARCHAR",true
"F9_05_UBIZ_FORM_990T_FILED_X","VARCHAR",true
"F9_05_4947_FORM_990_FILED_1041_X","VARCHAR",true
"F9_05_EMPL_TAX_RETURN_FILED_X","VARCHAR",true
"F9_04_BIZ_TRANSAC_DTK_FAM_X","VARCHAR",true
"F9_05_170C_FUNDS_FOR_PREMIUM_X","VARCHAR",true
"F9_05_FRGN_FIN_ACC_X","VARCHAR",true
"F9_04_GRANT_MT_5K_FRGN_INDIV_X","VARCHAR",true
"F9_04_GRANT_MT_5K_FRGN_ORG_X","VARCHAR",true
"F9_04_FRGN_OFFICE_X","VARCHAR",true
"F9_04_FRGN_ACT_X","VARCHAR",true
"F9_05_NUM_FORM_W2G","INTEGER",true
"SA_02_PUB_GIFT_GRANT_CONTR_TOT","DOUBLE",true
"F9_08_REV_OTH_SALE_GAIN_SEC","DOUBLE",true
"F9_08_REV_OTH_SALE_GAIN_OTH","DOUBLE",true
"F9_08_REV_OTH_SALE_GAIN_NET_TOT","DOUBLE",true
"F9_04_GRANT_RLTD_PERS_X","VARCHAR",true
"F9_09_EXP_GRANT_US_INDIV_TOT","DOUBLE",true
"F9_10_LIAB_GRANT_PAYABLE_EOY","DOUBLE",true
"F9_09_EXP_GRANT_FRGN_TOT","DOUBLE",true
"F9_09_EXP_GRANT_US_ORG_TOT","DOUBLE",true
"F9_08_REV_OTH_SALE_ASSET_SEC","DOUBLE",true
"F9_08_REV_OTH_INV_GRO_SALE","DOUBLE",true
"F9_08_REV_OTH_SALE_ASSET_OTH","DOUBLE",true
"SA_02_TOT_INCOME_GRO_TOT","BIGINT",true
"SA_03_TOT_INCOME_GRO_TOT","DOUBLE",true
"F9_08_REV_OTH_FUNDR_EVNT_1","DOUBLE",true
"F9_08_REV_OTH_GAMING","DOUBLE",true
"F9_05_501C12_GRO_INCOME_MEMB","BIGINT",true
"F9_05_501C12_GRO_INCOME_OTH","DOUBLE",true
"F9_08_REV_OTH_INV_NET_TOT","DOUBLE",true
"F9_05_501C7_GRO_RCPT_PUB_USE","DOUBLE",true
"SA_03_PUB_GRO_RCPT_NONUBIZ_TOT","DOUBLE",true
"SA_03_PUB_GRO_RCPT_ADM_TOT","DOUBLE",true
"SA_02_TOT_GRO_RCPT_RLTD_ACTS","DOUBLE",true
"F9_08_REV_OTH_RENT_GRO_PERS","DOUBLE",true
"F9_08_REV_OTH_RENT_GRO_REAL","DOUBLE",true
"F9_04_ENDOW_X","VARCHAR",true
"F9_04_HOSPITAL_AFS_X","VARCHAR",true
"F9_04_AFS_CONSOL_X","VARCHAR",true
"F9_09_EXP_INFO_TECH_TOT","DOUBLE",true
"F9_05_501C7_INITIATION_FEES","DOUBLE",true
"F9_09_EXP_INSURANCE_TOT","DOUBLE",true
"F9_10_ASSET_INTANGIBLE_EOY","DOUBLE",true
"F9_09_EXP_INT_TOT","DOUBLE",true
"F9_04_ENTITY_CTRL_X","VARCHAR",true
"F9_10_ASSET_INV_SALE_EOY","DOUBLE",true
"F9_08_REV_OTH_INVEST_INCOME_TOT","DOUBLE",true
"F9_10_ASSET_INVEST_SEC_EOY","DOUBLE",true
"F9_10_ASSET_INVEST_SEC_OTH_EOY","DOUBLE",true
"F9_10_ASSET_INVEST_PROG_RLTD_EOY","DOUBLE",true
"F9_04_TAX_EXEMPT_BOND_INVEST_X","VARCHAR",true
"F9_04_LOB_ACT_X","VARCHAR",true
"F9_09_EXP_FEE_SVC_LEGAL_TOT","DOUBLE",true
"F9_08_REV_OTH_FUNDR_DIRECT_EXP","DOUBLE",true
"F9_08_REV_OTH_GAMING_DIRECT_EXP","DOUBLE",true
"F9_10_ASSET_LAND_BLDG_DEPREC","DOUBLE",true
"F9_04_LOAN_DTK_X","VARCHAR",true
"F9_04_TAX_EXEMPT_BOND_ESCROW_X","VARCHAR",true
"F9_04_COLLEC_ART_X","VARCHAR",true
"F9_08_REV_MISC_BIZCODE","DOUBLE",true
"F9_08_REV_MISC_BIZCODE_2","DOUBLE",true
"F9_08_REV_MISC_TOT","DOUBLE",true
"F9_08_REV_MISC_TOT_2","DOUBLE",true
"F9_08_REV_MISC_OTH_TOT","DOUBLE",true
"F9_08_REV_MISC_TOT_TOT","DOUBLE",true
"F9_08_REV_MISC_TOT_3","DOUBLE",true
"F9_08_REV_OTH_FUNDR_NET_TOT","DOUBLE",true
"F9_08_REV_OTH_GAMING_NET_TOT","DOUBLE",true
"SA_02_TOT_INCOME_NET_UBIZ_TOT","DOUBLE",true
"SA_03_TOT_INCOME_NET_UBIZ_TOT","DOUBLE",true
"F9_08_REV_OTH_RENT_NET_TOT","DOUBLE",true
"F9_07_COMP_KONTR_NUM_GT_100K","INTEGER",true
"F9_05_NUM_EMPL","INTEGER",true
"F9_07_COMP_DTK_NUM_GT_100K","INTEGER",true
"F9_10_ASSET_CASH_EOY","DOUBLE",true
"F9_10_ASSET_NOTE_LOAN_NET_EOY","DOUBLE",true
"F9_05_170C_QUID_PRO_QUO_NOTIFY_X","VARCHAR",true
"F9_09_EXP_OCCUPANCY_TOT","DOUBLE",true
"F9_09_EXP_OFFICE_TOT","DOUBLE",true
"F9_04_HOSPITAL_X","VARCHAR",true
"F9_04_SCHOOL_X","VARCHAR",true
"F9_04_TRANSFER_EXEMPT_ORG_X","VARCHAR",true
"F9_10_ASSET_OTH_EOY","DOUBLE",true
"F9_09_EXP_OTH_EMPL_BEN_TOT","DOUBLE",true
"F9_09_EXP_OTH_TOT","DOUBLE",true
"F9_09_EXP_OTH_TOT_2","DOUBLE",true
"F9_09_EXP_OTH_TOT_3","DOUBLE",true
"F9_09_EXP_OTH_TOT_4","DOUBLE",true
"F9_09_EXP_OTH_OTH_TOT","DOUBLE",true
"SA_02_TOT_INCOME_OTH_TOT","DOUBLE",true
"SA_03_TOT_INCOME_OTH_TOT","DOUBLE",true
"F9_10_LIAB_OTH_EOY","DOUBLE",true
"F9_09_EXP_OTH_SAL_WAGE_TOT","DOUBLE",true
"F9_04_ENTITY_DISREG_X","VARCHAR",true
"F9_10_NAFB_CAP_SURPLUS_EOY","DOUBLE",true
"F9_10_LIAB_LOAN_OFF_EOY","DOUBLE",true
"F9_09_EXP_PAYROLL_TAX_TOT","DOUBLE",true
"F9_09_EXP_PENSION_CONTR_TOT","DOUBLE",true
"F9_10_NAFB_RESTRICT_PERM_EOY","DOUBLE",true
"F9_10_ASSET_PLEDGE_NET_EOY","DOUBLE",true
"F9_04_POLI_ACT_X","VARCHAR",true
"F9_05_170C_PREMIUM_PAID_X","VARCHAR",true
"F9_10_ASSET_EXP_PREPAID_EOY","DOUBLE",true
"F9_08_REV_PROG_BIZCODE","INTEGER",true
"F9_08_REV_PROG_BIZCODE_2","INTEGER",true
"F9_08_REV_PROG_BIZCODE_3","INTEGER",true
"F9_08_REV_PROG_BIZCODE_4","INTEGER",true
"F9_08_REV_PROG_BIZCODE_5","INTEGER",true
"F9_08_REV_PROG_TOT_TOT","DOUBLE",true
"F9_09_EXP_FEE_SVC_FUNDR_TOT","DOUBLE",true
"F9_05_PTST_X","VARCHAR",true
"F9_05_170C_QUID_PRO_QUO_CONTR_X","VARCHAR",true
"F9_04_CONSERV_EMT_X","VARCHAR",true
"F9_05_PTST_PARTY_NOTIFY_X","VARCHAR",true
"SA_02_PUB_SUPPORT_TOT","DOUBLE",true
"SA_03_PUB_SUPPORT_TOT","DOUBLE",true
"SA_02_PUB_TOT_L123_TOT","DOUBLE",true
"SA_03_PUB_TOT_L1_5_TOT","DOUBLE",true
"F9_09_EXP_PAY_AFFIL_TOT","DOUBLE",true
"F9_05_501C29_RESERVE_MAINT_AMT","DOUBLE",true
"F9_05_501C29_LIC_HEALTH_PLAN_X","VARCHAR",true
"F9_05_501C29_STATE_RESERVE_AMT","DOUBLE",true
"F9_10_ASSET_LOAN_DSQ_PERS_EOY","DOUBLE",true
"SA_03_PUB_AMT_PERS_DSQ_TOT","DOUBLE",true
"F9_05_TANNING_SVC_PROV_X","VARCHAR",true
"F9_04_CONTR_ART_HIST_X","VARCHAR",true
"F9_04_CONTR_NONCSH_MT_25K_X","VARCHAR",true
"F9_04_ENTITY_RLTD_X","VARCHAR",true
"F9_10_NAFB_EARNING_RETAINED_EOY","DOUBLE",true
"F9_08_REV_OTH_RENT_LESS_EXP_PERS","INTEGER",true
"F9_08_REV_OTH_RENT_LESS_EXP_REAL","DOUBLE",true
"F9_08_REV_OTH_RENT_INCOME_PERS","DOUBLE",true
"F9_08_REV_OTH_RENT_INCOME_REAL","DOUBLE",true
"F9_09_EXP_ROY_TOT","DOUBLE",true
"F9_08_REV_OTH_ROY_TOT","DOUBLE",true
"F9_04_GRANT_MT_5K_US_ORG_X","VARCHAR",true
"F9_04_GRANT_MT_5K_US_INDIV_X","VARCHAR",true
"F9_04_FUNDR_ACT_X","VARCHAR",true
"F9_04_GAMING_X","VARCHAR",true
"F9_04_REP_INVEST_OTH_SEC_X","VARCHAR",true
"F9_04_REP_PROG_RLTD_X","VARCHAR",true
"F9_04_REP_LAND_BLDG_EQUIP_X","VARCHAR",true
"F9_04_REP_OTH_ASSET_X","VARCHAR",true
"F9_04_REP_OTH_LIAB_X","VARCHAR",true
"F9_04_PROF_FUNDR_X","VARCHAR",true
"F9_04_COMP_DTK_YES_X","VARCHAR",true
"F9_05_DAF_TAXABLE_DIST_X","VARCHAR",true
"F9_04_DESC_IN_501C3_X","VARCHAR",true
"SA_02_TOT_AMT_L4_CY_TOT","DOUBLE",true
"SA_03_TOT_AMT_L6_TOT","DOUBLE",true
"F9_04_SCHED_B_REQ_X","VARCHAR",true
"F9_10_LIAB_MTG_NOTE_EOY","DOUBLE",true
"F9_04_DOA_X","VARCHAR",true
"F9_04_REP_FOOTNOTE_FIN48_X","VARCHAR",true
"F9_04_AFS_IND_X","VARCHAR",true
"F9_04_BIZ_TRANSAC_DTK_ENTITY_X","VARCHAR",true
"F9_05_NONDEDUCT_CONTR_X","VARCHAR",true
"SA_02_PUB_VALUE_SVC_GOVT_TOT","DOUBLE",true
"SA_03_PUB_VALUE_SVC_GOVT_TOT","DOUBLE",true
"F9_04_PROXY_TAX_X","VARCHAR",true
"SA_03_PUB_ADD_L7AB_TOT","DOUBLE",true
"SA_03_TOT_ADD_L10AB_TOT","DOUBLE",true
"F9_10_ASSET_SAVING_EOY","DOUBLE",true
"F9_00_TAX_PERIOD_END_DATE","INTEGER",true
"F9_10_NAFB_RESTRICT_TEMP_EOY","DOUBLE",true
"F9_10_ASSET_TOT_EOY","DOUBLE",true
"F9_08_REV_CONTR_TOT","DOUBLE",true
"F9_07_COMP_DTK_COMP_RLTD_TOT","DOUBLE",true
"F9_07_COMP_DTK_COMP_OTH_TOT","DOUBLE",true
"F9_09_EXP_TOT_TOT","DOUBLE",true
"SA_03_PUB_GIFT_GRANT_CONTR_TOT","DOUBLE",true
"F9_10_LIAB_TOT_EOY","DOUBLE",true
"F9_10_NAFB_TOT_EOY","DOUBLE",true
"F9_10_NAFB_TOT_LIAB_NAFB_EOY","DOUBLE",true
"SA_01_PCSTAT_SUPPORT_ORG_NUM","INTEGER",true
"F9_07_COMP_DTK_COMP_ORG_TOT","DOUBLE",true
"F9_08_REV_PROG_TOT","BIGINT",true
"F9_08_REV_PROG_TOT_2","DOUBLE",true
"F9_08_REV_PROG_TOT_3","DOUBLE",true
"F9_08_REV_PROG_TOT_4","DOUBLE",true
"F9_08_REV_PROG_TOT_5","DOUBLE",true
"F9_08_REV_PROG_OTH_TOT","DOUBLE",true
"F9_08_REV_TOT_TOT","DOUBLE",true
"SA_02_TOT_SUPPORT_TOT","DOUBLE",true
"SA_03_TOT_SUPPORT_TOT","DOUBLE",true
"SA_01_PCSTAT_ORG_AMT_SUPPORT","DOUBLE",true
"F9_09_EXP_TRAVEL_TOT","DOUBLE",true
"F9_09_EXP_TRAVEL_ENTMT_TOT","INTEGER",true
"F9_04_TAX_EXEMPT_BOND_X","VARCHAR",true
"F9_10_LIAB_TAX_EXEMPT_BOND_EOY","DOUBLE",true
"F9_08_REV_OTH_INVEST_BOND_TOT","DOUBLE",true
"F9_05_4947_TAX_EXEMPT_INT_AMT","INTEGER",true
"SA_02_PUB_TAXREV_LEVIED_TOT","DOUBLE",true
"SA_03_PUB_TAXREV_LEVIED_TOT","DOUBLE",true
"F9_05_UBIZ_IMCOME_OVER_LIMIT_X","VARCHAR",true
"SA_03_TOT_INCOME_UBIZ_TOT","DOUBLE",true
"F9_10_NAFB_UNRESTRICT_EOY","DOUBLE",true
"F9_10_LIAB_NOTE_UNSEC_EOY","DOUBLE",true
"F9_05_COMPLY_BACKUP_WITHHOLD_X","VARCHAR",true
"TAX_YEAR","INTEGER",true
"F9_00_ORG_ADDR_L1","VARCHAR",true
"F9_00_ORG_ADDR_CITY","BLOB",true
"F9_00_RETURN_TYPE","INTEGER",true
"F9_00_TAX_YEAR","INTEGER",true
"F9_00_GROUP_EXEMPT_NUM","INTEGER",true
"F9_10_ASSET_LAND_BLDG_NET_EOY","BIGINT",true
"F9_00_ORG_NAME_L1","VARCHAR",true
"MISSION_NTEE","VARCHAR",true
"F9_10_NAFB_EARNING_RETAINED_BOY","BIGINT",true
"F9_00_ORG_NAME_DBA_L1","VARCHAR",true
"F9_10_LIAB_MTG_NOTE_BOY","BIGINT",true
"F9_00_ORG_ADDR_STATE","VARCHAR",true
"F9_00_TAX_PERIOD_BEGIN_DATE","INTEGER",true
"F9_10_ASSET_TOT_BOY","BIGINT",true
"F9_07_COMP_DTK_COMP_RLTD","DOUBLE",true
"F9_07_COMP_DTK_COMP_OTH","DOUBLE",true
"F9_10_LIAB_TOT_BOY","BIGINT",true
"F9_10_NAFB_TOT_BOY","BIGINT",true
"F9_07_COMP_DTK_COMP_ORG","DOUBLE",true
"SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT","BIGINT",true
"F9_10_LIAB_TAX_EXEMPT_BOND_BOY","BIGINT",true
"F9_00_ORG_ADDR_ZIP","VARCHAR",true
"GEO_ZIP5","VARCHAR",true
"F9_03_PROG_CODE","VARCHAR",true
"F9_03_PROG_CODE_2","VARCHAR",true
"F9_03_PROG_CODE_3","VARCHAR",true
"F9_00_EXEMPT_STAT_501C3_X","VARCHAR",true
"SR_02_RLTD_ORG_PCSTAT","VARCHAR",true
"F9_08_REV_MISC_BIZCODE_3","DOUBLE",true
"F9_08_REV_MISC_OTH_RLTD","DOUBLE",true
"F9_08_REV_MISC_OTH_UBIZ","DOUBLE",true
"F9_08_REV_MISC_OTH_EXCL","DOUBLE",true
"SA_01_PCSTAT_SUPPORT_ORG_X","INTEGER",true
"F9_09_EXP_OTH_TOT_5","DOUBLE",true
"F9_09_EXP_OTH_TOT_6","DOUBLE",true
"F9_08_REV_PROG_DESC","DOUBLE",true
"F9_08_REV_PROG_DESC_2","DOUBLE",true
"F9_08_REV_PROG_DESC_3","DOUBLE",true
"F9_08_REV_PROG_DESC_4","DOUBLE",true
"F9_08_REV_PROG_DESC_5","DOUBLE",true
"DUP_RTRN_X","INTEGER",true
"filename","VARCHAR",true
"FORM_SCOPE","VARCHAR",true
"F9_08_REV_CONTR_MEMBSHIP_DUE","DOUBLE",true
"SC_02_EXP_GRASS_M_NONTAX_FILEORG","INTEGER",true
"SC_02_EXP_LOB_M_NONTAX_FILEORG","INTEGER",true
"F9_01_NAFB_TOT_EOY","DOUBLE",true
"F9_08_REV_OTH_EVNT_NET_TOT","DOUBLE",true
"F9_00_GRO_RCPT","BIGINT",true
"SC_02_EXP_GRASS_LOB_FILEORG","INTEGER",true
"SC_02_EXP_DIRECT_LOB_FILEORG","INTEGER",true
"F9_06_POLI_EXP","BIGINT",true
"F9_01_EXP_FUNDR_TOT_CY","DOUBLE",true
"SC_02_LOB_ACT_CONTACT_LEGIS_AMT","INTEGER",true
"F9_08_REV_OTH_EVNT_DIRECT_EXP","DOUBLE",true
"SC_02_EXP_GRASS_NONTAX_FILEORG","INTEGER",true
"SC_02_EXP_LOB_NONTAX_FILEORG","INTEGER",true
"SC_02_EXP_OTH_EXEMPT_FILEORG","BIGINT",true
"F9_01_EXP_REV_LESS_EXP_CY","DOUBLE",true
"F9_11_RECO_OTH_CHANGE_NAFB","DOUBLE",true
"SA_02_PUB_GIFT_GRANT_CONTR_CY","BIGINT",true
"F9_08_REV_CONTR_GOVT_GRANT","BIGINT",true
"SA_01_PCSTAT","VARCHAR",true
"F9_08_REV_OTH_INVEST_INCOME_TOT_2","DOUBLE",true
"F9_08_REV_TOT_TOT_2","BIGINT",true
"F9_10_ASSET_LAND_BLDG_NET_BOY","BIGINT",true
"F9_10_ASSET_LAND_BLDG","BIGINT",true
"F9_10_ASSET_INVEST_SEC_OTH_EOY_2","INTEGER",true
"F9_10_ASSET_INVEST_SEC_EOY_2","BIGINT",true
"SC_02_EXP_TOT_LOB_FILEORG","INTEGER",true
"F9_09_EXP_FEE_SVC_MGMT_MGMT","INTEGER",true
"F9_03_PROG_EXP_TOT","BIGINT",true
"F9_08_REV_OTH_GAMING_2","DOUBLE",true
"F9_01_EXP_BEN_PAID_MEMB_CY","BIGINT",true
"SJ_02_COMP_DTK_OTH_ORG","BIGINT",true
"F9_01_EXP_OTH_CY","BIGINT",true
"F9_01_EXP_FEE_OTH_PAY_KONTR","BIGINT",true
"F9_06_ACT_NOT_PREVIOUSLY_REP_X","VARCHAR",true
"F9_08_REV_OTH_SALE_LESS_COST","DOUBLE",true
"F9_06_GVRN_CHANGE_DOC_X","VARCHAR",true
"F9_04_LTD_DOA_X","VARCHAR",true
"F9_06_POLI_FORM1120_POL_FILED_X","VARCHAR",true
"F9_08_REV_OTH_SALE_ASSET","DOUBLE",true
"F9_04_LOAN_DTK_AMT","DOUBLE",true
"F9_01_REV_INVEST_TOT_CY","INTEGER",true
"F9_01_REV_CONTR_TOT_CY_2","DOUBLE",true
"F9_01_EXP_TOT_CY","DOUBLE",true
"F9_01_REV_TOT_CY","DOUBLE",true
"SC_02_AVE_EXP_GRASS_LOB_TOT","INTEGER",true
"SC_02_EXP_LOB_M_NONTAX_AFFGROUP","INTEGER",true
"F9_03_PROG_CODE_4","VARCHAR",true
"F9_09_EXP_TOT_FUNDR","BIGINT",true
"F9_01_REV_OTH_CY","INTEGER",true
"F9_01_REV_PROG_TOT_CY","BIGINT",true
"SC_02_AVE_EXP_GRASS_NONTAX_CY","INTEGER",true
"F9_03_PROG_CODE_5","INTEGER",true
"F9_03_PROG_CODE_6","INTEGER",true
"F9_08_REV_CONTR_MEMBSHIP_DUE_2","BIGINT",true
"F9_08_REV_OTH_SALE_LESS_COST_2","BIGINT",true
"EIN","DOUBLE",true
"NTEE_IRS","VARCHAR",true
"NTEE_NCCS","VARCHAR",true
"NTEEV2","VARCHAR",true
"NCCS_LEVEL_1","VARCHAR",true
"NCCS_LEVEL_2","VARCHAR",true
"NCCS_LEVEL_3","VARCHAR",true
"F990_TOTAL_REVENUE_RECENT","DOUBLE",true
"F990_TOTAL_INCOME_RECENT","DOUBLE",true
"F990_TOTAL_ASSETS_RECENT","DOUBLE",true
"F990_ORG_ADDR_CITY","VARCHAR",true
"F990_ORG_ADDR_STATE","VARCHAR",true
"F990_ORG_ADDR_ZIP","VARCHAR",true
"F990_ORG_ADDR_STREET","VARCHAR",true
"CENSUS_CBSA_FIPS","INTEGER",true
"CENSUS_CBSA_NAME","VARCHAR",true
"CENSUS_BLOCK_FIPS","BIGINT",true
"CENSUS_URBAN_AREA","VARCHAR",true
"CENSUS_STATE_ABBR","VARCHAR",true
"CENSUS_COUNTY_NAME","VARCHAR",true
"ORG_ADDR_FULL","VARCHAR",true
"ORG_ADDR_MATCH","VARCHAR",true
"LATITUDE","DOUBLE",true
"LONGITUDE","DOUBLE",true
"GEOCODER_SCORE","DOUBLE",true
"GEOCODER_MATCH","VARCHAR",true
"BMF_SUBSECTION_CODE_RECENT","INTEGER",true
"BMF_STATUS_CODE","INTEGER",true
"BMF_PF_FILING_REQ_CODE","INTEGER",true
"BMF_ORGANIZATION_CODE","INTEGER",true
"BMF_INCOME_CODE","INTEGER",true
"BMF_GROUP_EXEMPT_NUM","INTEGER",true
"BMF_FOUNDATION_CODE","INTEGER",true
"BMF_FILING_REQ_CODE","INTEGER",true
"BMF_DEDUCTIBILITY_CODE","INTEGER",true
"BMF_CLASSIFICATION_CODE","INTEGER",true
"BMF_ASSET_CODE","INTEGER",true
"BMF_AFFILIATION_CODE","INTEGER",true
"ORG_RULING_DATE","VARCHAR",true
"ORG_FISCAL_YEAR","INTEGER",true
"ORG_RULING_YEAR","INTEGER",true
"ORG_YEAR_FIRST","INTEGER",true
"ORG_YEAR_LAST","INTEGER",true
"ORG_YEAR_COUNT","INTEGER",true
"ORG_PERS_ICO","VARCHAR",true
"ORG_NAME_SEC","VARCHAR",true
"ORG_NAME_CURRENT","VARCHAR",true
"ORG_FISCAL_PERIOD","INTEGER",true
"CENSUS_REGION","VARCHAR",true
"SUBSECTOR","VARCHAR",true
"Size","DOUBLE",true
"TOTAL_EXPENSES", "BIGINT", true
"ORG_TYPE","VARCHAR",true
